date,period_start,period_end,first_trade_date,last_trade_date,open,high,low,close,trading_days,is_partial,partial_reason,has_ohlc,source,history_kind
1961-02-17,1961-02-13,1961-02-19,1961-02-13,1961-02-17,,,,62.10,5,False,,False,Yahoo Finance ^GSPC,正式推出後
1961-02-24,1961-02-20,1961-02-26,1961-02-20,1961-02-24,,,,62.84,4,False,,False,Yahoo Finance ^GSPC,正式推出後
1961-03-03,1961-02-27,1961-03-05,1961-02-27,1961-03-03,,,,63.95,5,False,,False,Yahoo Finance ^GSPC,正式推出後
1961-03-10,1961-03-06,1961-03-12,1961-03-06,1961-03-10,,,,63.48,5,False,,False,Yahoo Finance ^GSPC,正式推出後
1961-03-17,1961-03-13,1961-03-19,1961-03-13,1961-03-17,,,,64.00,5,False,,False,Yahoo Finance ^GSPC,正式推出後
1961-03-24,1961-03-20,1961-03-26,1961-03-20,1961-03-24,,,,64.42,5,False,,False,Yahoo Finance ^GSPC,正式推出後
1961-03-30,1961-03-27,1961-04-02,1961-03-27,1961-03-30,,,,65.06,4,False,,False,Yahoo Finance ^GSPC,正式推出後
1961-04-07,1961-04-03,1961-04-09,1961-04-03,1961-04-07,,,,65.96,5,False,,False,Yahoo Finance ^GSPC,正式推出後
1961-04-14,1961-04-10,1961-04-16,1961-04-10,1961-04-14,,,,66.37,5,False,,False,Yahoo Finance ^GSPC,正式推出後
1961-04-21,1961-04-17,1961-04-23,1961-04-17,1961-04-21,,,,65.77,5,False,,False,Yahoo Finance ^GSPC,正式推出後
1961-04-28,1961-04-24,1961-04-30,1961-04-24,1961-04-28,,,,65.31,5,False,,False,Yahoo Finance ^GSPC,正式推出後
1961-05-05,1961-05-01,1961-05-07,1961-05-01,1961-05-05,,,,66.52,5,False,,False,Yahoo Finance ^GSPC,正式推出後
1961-05-12,1961-05-08,1961-05-14,1961-05-08,1961-05-12,,,,66.50,5,False,,False,Yahoo Finance ^GSPC,正式推出後
1961-05-19,1961-05-15,1961-05-21,1961-05-15,1961-05-19,,,,67.27,5,False,,False,Yahoo Finance ^GSPC,正式推出後
1961-05-26,1961-05-22,1961-05-28,1961-05-22,1961-05-26,,,,66.43,5,False,,False,Yahoo Finance ^GSPC,正式推出後
1961-06-02,1961-05-29,1961-06-04,1961-05-31,1961-06-02,,,,66.73,3,False,,False,Yahoo Finance ^GSPC,正式推出後
1961-06-09,1961-06-05,1961-06-11,1961-06-05,1961-06-09,,,,66.66,5,False,,False,Yahoo Finance ^GSPC,正式推出後
1961-06-16,1961-06-12,1961-06-18,1961-06-12,1961-06-16,,,,65.18,5,False,,False,Yahoo Finance ^GSPC,正式推出後
1961-06-23,1961-06-19,1961-06-25,1961-06-19,1961-06-23,,,,65.16,5,False,,False,Yahoo Finance ^GSPC,正式推出後
1961-06-30,1961-06-26,1961-07-02,1961-06-26,1961-06-30,,,,64.64,5,False,,False,Yahoo Finance ^GSPC,正式推出後
1961-07-07,1961-07-03,1961-07-09,1961-07-03,1961-07-07,,,,65.77,4,False,,False,Yahoo Finance ^GSPC,正式推出後
1961-07-14,1961-07-10,1961-07-16,1961-07-10,1961-07-14,,,,65.28,5,False,,False,Yahoo Finance ^GSPC,正式推出後
1961-07-21,1961-07-17,1961-07-23,1961-07-17,1961-07-21,,,,64.86,5,False,,False,Yahoo Finance ^GSPC,正式推出後
1961-07-28,1961-07-24,1961-07-30,1961-07-24,1961-07-28,,,,66.71,5,False,,False,Yahoo Finance ^GSPC,正式推出後
1961-08-04,1961-07-31,1961-08-06,1961-07-31,1961-08-04,,,,67.68,5,False,,False,Yahoo Finance ^GSPC,正式推出後
1961-08-11,1961-08-07,1961-08-13,1961-08-07,1961-08-11,,,,68.06,5,False,,False,Yahoo Finance ^GSPC,正式推出後
1961-08-18,1961-08-14,1961-08-20,1961-08-14,1961-08-18,,,,68.29,5,False,,False,Yahoo Finance ^GSPC,正式推出後
1961-08-25,1961-08-21,1961-08-27,1961-08-21,1961-08-25,,,,67.67,5,False,,False,Yahoo Finance ^GSPC,正式推出後
1961-09-01,1961-08-28,1961-09-03,1961-08-28,1961-09-01,,,,68.19,5,False,,False,Yahoo Finance ^GSPC,正式推出後
1961-09-08,1961-09-04,1961-09-10,1961-09-05,1961-09-08,,,,67.88,4,False,,False,Yahoo Finance ^GSPC,正式推出後
1961-09-15,1961-09-11,1961-09-17,1961-09-11,1961-09-15,,,,67.65,5,False,,False,Yahoo Finance ^GSPC,正式推出後
1961-09-22,1961-09-18,1961-09-24,1961-09-18,1961-09-22,,,,66.72,5,False,,False,Yahoo Finance ^GSPC,正式推出後
1961-09-29,1961-09-25,1961-10-01,1961-09-25,1961-09-29,,,,66.73,5,False,,False,Yahoo Finance ^GSPC,正式推出後
1961-10-06,1961-10-02,1961-10-08,1961-10-02,1961-10-06,,,,66.97,5,False,,False,Yahoo Finance ^GSPC,正式推出後
1961-10-13,1961-10-09,1961-10-15,1961-10-09,1961-10-13,,,,68.04,5,False,,False,Yahoo Finance ^GSPC,正式推出後
1961-10-20,1961-10-16,1961-10-22,1961-10-16,1961-10-20,,,,68.00,5,False,,False,Yahoo Finance ^GSPC,正式推出後
1961-10-27,1961-10-23,1961-10-29,1961-10-23,1961-10-27,,,,68.34,5,False,,False,Yahoo Finance ^GSPC,正式推出後
1961-11-03,1961-10-30,1961-11-05,1961-10-30,1961-11-03,,,,69.47,5,False,,False,Yahoo Finance ^GSPC,正式推出後
1961-11-10,1961-11-06,1961-11-12,1961-11-06,1961-11-10,,,,71.07,4,False,,False,Yahoo Finance ^GSPC,正式推出後
1961-11-17,1961-11-13,1961-11-19,1961-11-13,1961-11-17,,,,71.62,5,False,,False,Yahoo Finance ^GSPC,正式推出後
1961-11-24,1961-11-20,1961-11-26,1961-11-20,1961-11-24,,,,71.84,4,False,,False,Yahoo Finance ^GSPC,正式推出後
1961-12-01,1961-11-27,1961-12-03,1961-11-27,1961-12-01,,,,71.78,5,False,,False,Yahoo Finance ^GSPC,正式推出後
1961-12-08,1961-12-04,1961-12-10,1961-12-04,1961-12-08,,,,72.04,5,False,,False,Yahoo Finance ^GSPC,正式推出後
1961-12-15,1961-12-11,1961-12-17,1961-12-11,1961-12-15,,,,72.01,5,False,,False,Yahoo Finance ^GSPC,正式推出後
1961-12-22,1961-12-18,1961-12-24,1961-12-18,1961-12-22,,,,70.91,5,False,,False,Yahoo Finance ^GSPC,正式推出後
1961-12-29,1961-12-25,1961-12-31,1961-12-26,1961-12-29,,,,71.55,4,False,,False,Yahoo Finance ^GSPC,正式推出後
1962-01-05,1962-01-01,1962-01-07,1962-01-02,1962-01-05,71.55,71.96,69.35,69.66,4,False,,True,Yahoo Finance ^GSPC,正式推出後
1962-01-12,1962-01-08,1962-01-14,1962-01-08,1962-01-12,69.66,70.17,68.17,69.61,5,False,,True,Yahoo Finance ^GSPC,正式推出後
1962-01-19,1962-01-15,1962-01-21,1962-01-15,1962-01-19,69.61,70.08,67.75,68.75,5,False,,True,Yahoo Finance ^GSPC,正式推出後
1962-01-26,1962-01-22,1962-01-28,1962-01-22,1962-01-26,68.75,69.37,67.55,68.13,5,False,,True,Yahoo Finance ^GSPC,正式推出後
1962-02-02,1962-01-29,1962-02-04,1962-01-29,1962-02-02,68.13,70.02,67.55,69.81,5,False,,True,Yahoo Finance ^GSPC,正式推出後
1962-02-09,1962-02-05,1962-02-11,1962-02-05,1962-02-09,69.81,70.95,69.41,70.48,5,False,,True,Yahoo Finance ^GSPC,正式推出後
1962-02-16,1962-02-12,1962-02-18,1962-02-12,1962-02-16,70.48,71.13,70.03,70.59,5,False,,True,Yahoo Finance ^GSPC,正式推出後
1962-02-23,1962-02-19,1962-02-25,1962-02-19,1962-02-23,70.59,70.97,69.73,70.16,4,False,,True,Yahoo Finance ^GSPC,正式推出後
1962-03-02,1962-02-26,1962-03-04,1962-02-26,1962-03-02,70.16,70.60,69.44,70.16,5,False,,True,Yahoo Finance ^GSPC,正式推出後
1962-03-09,1962-03-05,1962-03-11,1962-03-05,1962-03-09,70.16,70.71,69.37,70.42,5,False,,True,Yahoo Finance ^GSPC,正式推出後
1962-03-16,1962-03-12,1962-03-18,1962-03-12,1962-03-16,70.42,71.44,70.02,70.94,5,False,,True,Yahoo Finance ^GSPC,正式推出後
1962-03-23,1962-03-19,1962-03-25,1962-03-19,1962-03-23,70.94,71.31,70.12,70.45,5,False,,True,Yahoo Finance ^GSPC,正式推出後
1962-03-30,1962-03-26,1962-04-01,1962-03-26,1962-03-30,70.45,70.63,69.16,69.55,5,False,,True,Yahoo Finance ^GSPC,正式推出後
1962-04-06,1962-04-02,1962-04-08,1962-04-02,1962-04-06,69.55,69.82,68.12,68.84,5,False,,True,Yahoo Finance ^GSPC,正式推出後
1962-04-13,1962-04-09,1962-04-15,1962-04-09,1962-04-13,68.84,69.26,67.03,67.90,5,False,,True,Yahoo Finance ^GSPC,正式推出後
1962-04-19,1962-04-16,1962-04-22,1962-04-16,1962-04-19,67.90,68.90,67.21,68.59,4,False,,True,Yahoo Finance ^GSPC,正式推出後
1962-04-27,1962-04-23,1962-04-29,1962-04-23,1962-04-27,68.59,69.01,65.99,66.30,5,False,,True,Yahoo Finance ^GSPC,正式推出後
1962-05-04,1962-04-30,1962-05-06,1962-04-30,1962-05-04,66.30,66.93,63.76,66.24,5,False,,True,Yahoo Finance ^GSPC,正式推出後
1962-05-11,1962-05-07,1962-05-13,1962-05-07,1962-05-11,66.24,66.56,62.44,62.65,5,False,,True,Yahoo Finance ^GSPC,正式推出後
1962-05-18,1962-05-14,1962-05-20,1962-05-14,1962-05-18,62.65,64.88,61.11,63.82,5,False,,True,Yahoo Finance ^GSPC,正式推出後
1962-05-25,1962-05-21,1962-05-27,1962-05-21,1962-05-25,63.82,64.00,59.00,59.47,5,False,,True,Yahoo Finance ^GSPC,正式推出後
1962-06-01,1962-05-28,1962-06-03,1962-05-28,1962-06-01,59.15,60.82,53.13,59.38,4,False,,True,Yahoo Finance ^GSPC,正式推出後
1962-06-08,1962-06-04,1962-06-10,1962-06-04,1962-06-08,59.12,59.17,56.33,58.45,5,False,,True,Yahoo Finance ^GSPC,正式推出後
1962-06-15,1962-06-11,1962-06-17,1962-06-11,1962-06-15,58.45,58.58,53.66,55.89,5,False,,True,Yahoo Finance ^GSPC,正式推出後
1962-06-22,1962-06-18,1962-06-24,1962-06-18,1962-06-22,55.89,56.53,52.48,52.68,5,False,,True,Yahoo Finance ^GSPC,正式推出後
1962-06-29,1962-06-25,1962-07-01,1962-06-25,1962-06-29,52.68,55.47,51.35,54.75,5,False,,True,Yahoo Finance ^GSPC,正式推出後
1962-07-06,1962-07-02,1962-07-08,1962-07-02,1962-07-06,54.75,57.10,54.47,56.17,4,False,,True,Yahoo Finance ^GSPC,正式推出後
1962-07-13,1962-07-09,1962-07-15,1962-07-09,1962-07-13,56.17,58.67,55.54,57.83,5,False,,True,Yahoo Finance ^GSPC,正式推出後
1962-07-20,1962-07-16,1962-07-22,1962-07-16,1962-07-20,57.83,58.10,55.86,56.81,5,False,,True,Yahoo Finance ^GSPC,正式推出後
1962-07-27,1962-07-23,1962-07-29,1962-07-23,1962-07-27,56.81,57.36,55.78,57.20,5,False,,True,Yahoo Finance ^GSPC,正式推出後
1962-08-03,1962-07-30,1962-08-05,1962-07-30,1962-08-03,57.20,58.58,57.08,58.12,5,False,,True,Yahoo Finance ^GSPC,正式推出後
1962-08-10,1962-08-06,1962-08-12,1962-08-06,1962-08-10,58.12,58.35,56.76,57.55,5,False,,True,Yahoo Finance ^GSPC,正式推出後
1962-08-17,1962-08-13,1962-08-19,1962-08-13,1962-08-17,57.55,59.24,57.22,59.01,5,False,,True,Yahoo Finance ^GSPC,正式推出後
1962-08-24,1962-08-20,1962-08-26,1962-08-20,1962-08-24,59.01,60.33,58.90,59.58,5,False,,True,Yahoo Finance ^GSPC,正式推出後
1962-08-31,1962-08-27,1962-09-02,1962-08-27,1962-08-31,59.58,59.94,58.17,59.12,5,False,,True,Yahoo Finance ^GSPC,正式推出後
1962-09-07,1962-09-03,1962-09-09,1962-09-04,1962-09-07,59.12,59.49,57.72,58.38,4,False,,True,Yahoo Finance ^GSPC,正式推出後
1962-09-14,1962-09-10,1962-09-16,1962-09-10,1962-09-14,58.38,59.18,57.88,58.89,5,False,,True,Yahoo Finance ^GSPC,正式推出後
1962-09-21,1962-09-17,1962-09-23,1962-09-17,1962-09-21,58.89,59.54,57.43,57.69,5,False,,True,Yahoo Finance ^GSPC,正式推出後
1962-09-28,1962-09-24,1962-09-30,1962-09-24,1962-09-28,57.45,57.45,55.53,56.27,5,False,,True,Yahoo Finance ^GSPC,正式推出後
1962-10-05,1962-10-01,1962-10-07,1962-10-01,1962-10-05,56.27,57.30,55.26,57.07,5,False,,True,Yahoo Finance ^GSPC,正式推出後
1962-10-12,1962-10-08,1962-10-14,1962-10-08,1962-10-12,57.07,57.83,56.66,56.95,5,False,,True,Yahoo Finance ^GSPC,正式推出後
1962-10-19,1962-10-15,1962-10-21,1962-10-15,1962-10-19,56.95,57.63,55.34,55.59,5,False,,True,Yahoo Finance ^GSPC,正式推出後
1962-10-26,1962-10-22,1962-10-28,1962-10-22,1962-10-26,55.48,55.48,52.55,54.54,5,False,,True,Yahoo Finance ^GSPC,正式推出後
1962-11-02,1962-10-29,1962-11-04,1962-10-29,1962-11-02,55.34,58.19,55.34,57.75,5,False,,True,Yahoo Finance ^GSPC,正式推出後
1962-11-09,1962-11-05,1962-11-11,1962-11-05,1962-11-09,57.75,59.12,57.69,58.78,4,False,,True,Yahoo Finance ^GSPC,正式推出後
1962-11-16,1962-11-12,1962-11-18,1962-11-12,1962-11-16,58.78,60.67,58.59,60.16,5,False,,True,Yahoo Finance ^GSPC,正式推出後
1962-11-23,1962-11-19,1962-11-25,1962-11-19,1962-11-23,60.16,62.03,59.46,61.54,4,False,,True,Yahoo Finance ^GSPC,正式推出後
1962-11-30,1962-11-26,1962-12-02,1962-11-26,1962-11-30,61.54,62.78,60.95,62.26,5,False,,True,Yahoo Finance ^GSPC,正式推出後
1962-12-07,1962-12-03,1962-12-09,1962-12-03,1962-12-07,62.26,63.50,61.28,63.06,5,False,,True,Yahoo Finance ^GSPC,正式推出後
1962-12-14,1962-12-10,1962-12-16,1962-12-10,1962-12-14,63.06,63.35,61.72,62.57,5,False,,True,Yahoo Finance ^GSPC,正式推出後
1962-12-21,1962-12-17,1962-12-23,1962-12-17,1962-12-21,62.57,63.28,61.72,62.64,5,False,,True,Yahoo Finance ^GSPC,正式推出後
1962-12-28,1962-12-24,1962-12-30,1962-12-24,1962-12-28,62.64,63.41,62.19,62.96,4,False,,True,Yahoo Finance ^GSPC,正式推出後
1963-01-04,1962-12-31,1963-01-06,1962-12-31,1963-01-04,62.96,64.45,62.32,64.13,4,False,,True,Yahoo Finance ^GSPC,正式推出後
1963-01-11,1963-01-07,1963-01-13,1963-01-07,1963-01-11,64.13,65.22,63.67,64.85,5,False,,True,Yahoo Finance ^GSPC,正式推出後
1963-01-18,1963-01-14,1963-01-20,1963-01-14,1963-01-18,64.85,65.70,64.35,65.18,5,False,,True,Yahoo Finance ^GSPC,正式推出後
1963-01-25,1963-01-21,1963-01-27,1963-01-21,1963-01-25,65.18,66.23,64.64,65.92,5,False,,True,Yahoo Finance ^GSPC,正式推出後
1963-02-01,1963-01-28,1963-02-03,1963-01-28,1963-02-01,,,,66.31,5,False,,False,Yahoo Finance ^GSPC,正式推出後
1963-02-08,1963-02-04,1963-02-10,1963-02-04,1963-02-08,66.31,66.81,65.38,66.17,5,False,,True,Yahoo Finance ^GSPC,正式推出後
1963-02-15,1963-02-11,1963-02-17,1963-02-11,1963-02-15,66.17,66.75,65.16,66.41,5,False,,True,Yahoo Finance ^GSPC,正式推出後
1963-02-21,1963-02-18,1963-02-24,1963-02-18,1963-02-21,66.41,66.96,65.36,65.92,4,False,,True,Yahoo Finance ^GSPC,正式推出後
1963-03-01,1963-02-25,1963-03-03,1963-02-25,1963-03-01,65.92,66.09,63.80,64.10,5,False,,True,Yahoo Finance ^GSPC,正式推出後
1963-03-08,1963-03-04,1963-03-10,1963-03-04,1963-03-08,64.10,65.74,63.88,65.33,5,False,,True,Yahoo Finance ^GSPC,正式推出後
1963-03-15,1963-03-11,1963-03-17,1963-03-11,1963-03-15,65.33,66.27,65.11,65.93,5,False,,True,Yahoo Finance ^GSPC,正式推出後
1963-03-22,1963-03-18,1963-03-24,1963-03-18,1963-03-22,65.93,66.44,65.19,66.19,5,False,,True,Yahoo Finance ^GSPC,正式推出後
1963-03-29,1963-03-25,1963-03-31,1963-03-25,1963-03-29,66.19,67.01,65.92,66.57,5,False,,True,Yahoo Finance ^GSPC,正式推出後
1963-04-05,1963-04-01,1963-04-07,1963-04-01,1963-04-05,66.57,68.46,66.23,68.28,5,False,,True,Yahoo Finance ^GSPC,正式推出後
1963-04-11,1963-04-08,1963-04-14,1963-04-08,1963-04-11,68.28,69.07,67.66,68.77,4,False,,True,Yahoo Finance ^GSPC,正式推出後
1963-04-19,1963-04-15,1963-04-21,1963-04-15,1963-04-19,68.77,69.61,68.47,69.23,5,False,,True,Yahoo Finance ^GSPC,正式推出後
1963-04-26,1963-04-22,1963-04-28,1963-04-22,1963-04-26,69.23,70.12,68.95,69.70,5,False,,True,Yahoo Finance ^GSPC,正式推出後
1963-05-03,1963-04-29,1963-05-05,1963-04-29,1963-05-03,69.70,70.51,69.26,70.03,5,False,,True,Yahoo Finance ^GSPC,正式推出後
1963-05-10,1963-05-06,1963-05-12,1963-05-06,1963-05-10,70.03,70.81,69.03,70.52,5,False,,True,Yahoo Finance ^GSPC,正式推出後
1963-05-17,1963-05-13,1963-05-19,1963-05-13,1963-05-17,70.52,70.89,69.83,70.29,5,False,,True,Yahoo Finance ^GSPC,正式推出後
1963-05-24,1963-05-20,1963-05-26,1963-05-20,1963-05-24,70.29,70.68,69.59,70.02,5,False,,True,Yahoo Finance ^GSPC,正式推出後
1963-05-31,1963-05-27,1963-06-02,1963-05-27,1963-05-31,70.02,71.14,69.48,70.80,4,False,,True,Yahoo Finance ^GSPC,正式推出後
1963-06-07,1963-06-03,1963-06-09,1963-06-03,1963-06-07,70.80,71.24,70.10,70.41,5,False,,True,Yahoo Finance ^GSPC,正式推出後
1963-06-14,1963-06-10,1963-06-16,1963-06-10,1963-06-14,70.41,70.85,69.57,70.25,5,False,,True,Yahoo Finance ^GSPC,正式推出後
1963-06-21,1963-06-17,1963-06-23,1963-06-17,1963-06-21,,,,70.25,5,False,,False,Yahoo Finance ^GSPC,正式推出後
1963-06-28,1963-06-24,1963-06-30,1963-06-24,1963-06-28,70.25,70.67,68.78,69.37,5,False,,True,Yahoo Finance ^GSPC,正式推出後
1963-07-05,1963-07-01,1963-07-07,1963-07-01,1963-07-05,69.37,70.48,68.58,70.22,4,False,,True,Yahoo Finance ^GSPC,正式推出後
1963-07-12,1963-07-08,1963-07-14,1963-07-08,1963-07-12,70.22,70.39,69.36,69.64,5,False,,True,Yahoo Finance ^GSPC,正式推出後
1963-07-19,1963-07-15,1963-07-21,1963-07-15,1963-07-19,69.64,69.73,67.90,68.35,5,False,,True,Yahoo Finance ^GSPC,正式推出後
1963-07-26,1963-07-22,1963-07-28,1963-07-22,1963-07-26,68.35,68.92,67.54,68.54,5,False,,True,Yahoo Finance ^GSPC,正式推出後
1963-08-02,1963-07-29,1963-08-04,1963-07-29,1963-08-02,68.54,69.83,68.32,69.30,5,False,,True,Yahoo Finance ^GSPC,正式推出後
1963-08-09,1963-08-05,1963-08-11,1963-08-05,1963-08-09,69.30,70.65,69.20,70.48,5,False,,True,Yahoo Finance ^GSPC,正式推出後
1963-08-16,1963-08-12,1963-08-18,1963-08-12,1963-08-16,70.48,71.95,70.19,71.49,5,False,,True,Yahoo Finance ^GSPC,正式推出後
1963-08-23,1963-08-19,1963-08-25,1963-08-19,1963-08-23,71.49,72.14,70.95,71.76,5,False,,True,Yahoo Finance ^GSPC,正式推出後
1963-08-30,1963-08-26,1963-09-01,1963-08-26,1963-08-30,71.76,72.71,71.27,72.50,5,False,,True,Yahoo Finance ^GSPC,正式推出後
1963-09-06,1963-09-02,1963-09-08,1963-09-03,1963-09-06,72.50,73.51,72.15,72.84,4,False,,True,Yahoo Finance ^GSPC,正式推出後
1963-09-13,1963-09-09,1963-09-15,1963-09-09,1963-09-13,72.84,73.79,72.25,73.17,5,False,,True,Yahoo Finance ^GSPC,正式推出後
1963-09-20,1963-09-16,1963-09-22,1963-09-16,1963-09-20,73.17,73.71,72.51,73.30,5,False,,True,Yahoo Finance ^GSPC,正式推出後
1963-09-27,1963-09-23,1963-09-29,1963-09-23,1963-09-27,73.30,73.87,71.60,72.13,5,False,,True,Yahoo Finance ^GSPC,正式推出後
1963-10-04,1963-09-30,1963-10-06,1963-09-30,1963-10-04,72.13,73.19,71.28,72.85,5,False,,True,Yahoo Finance ^GSPC,正式推出後
1963-10-11,1963-10-07,1963-10-13,1963-10-07,1963-10-11,72.85,73.27,71.60,72.27,5,False,,True,Yahoo Finance ^GSPC,正式推出後
1963-10-18,1963-10-14,1963-10-20,1963-10-14,1963-10-18,72.27,73.77,71.85,73.32,5,False,,True,Yahoo Finance ^GSPC,正式推出後
1963-10-25,1963-10-21,1963-10-27,1963-10-21,1963-10-25,73.32,74.41,72.48,74.01,5,False,,True,Yahoo Finance ^GSPC,正式推出後
1963-11-01,1963-10-28,1963-11-03,1963-10-28,1963-11-01,74.01,75.18,73.25,73.83,5,False,,True,Yahoo Finance ^GSPC,正式推出後
1963-11-08,1963-11-04,1963-11-10,1963-11-04,1963-11-08,73.83,74.27,72.33,73.36,4,False,,True,Yahoo Finance ^GSPC,正式推出後
1963-11-15,1963-11-11,1963-11-17,1963-11-11,1963-11-15,,,,72.35,5,False,,False,Yahoo Finance ^GSPC,正式推出後
1963-11-22,1963-11-18,1963-11-24,1963-11-18,1963-11-22,72.35,73.14,69.48,69.61,5,False,,True,Yahoo Finance ^GSPC,正式推出後
1963-11-29,1963-11-25,1963-12-01,1963-11-26,1963-11-29,71.40,73.47,71.40,73.23,3,False,,True,Yahoo Finance ^GSPC,正式推出後
1963-12-06,1963-12-02,1963-12-08,1963-12-02,1963-12-06,73.23,74.63,73.02,74.00,5,False,,True,Yahoo Finance ^GSPC,正式推出後
1963-12-13,1963-12-09,1963-12-15,1963-12-09,1963-12-13,74.00,74.48,73.40,74.06,5,False,,True,Yahoo Finance ^GSPC,正式推出後
1963-12-20,1963-12-16,1963-12-22,1963-12-16,1963-12-20,74.06,75.21,73.78,74.28,5,False,,True,Yahoo Finance ^GSPC,正式推出後
1963-12-27,1963-12-23,1963-12-29,1963-12-23,1963-12-27,74.28,74.91,73.44,74.44,4,False,,True,Yahoo Finance ^GSPC,正式推出後
1964-01-03,1963-12-30,1964-01-05,1963-12-30,1964-01-03,74.44,76.04,74.13,75.50,4,False,,True,Yahoo Finance ^GSPC,正式推出後
1964-01-10,1964-01-06,1964-01-12,1964-01-06,1964-01-10,75.50,76.67,75.18,76.24,5,False,,True,Yahoo Finance ^GSPC,正式推出後
1964-01-17,1964-01-13,1964-01-19,1964-01-13,1964-01-17,76.24,77.21,75.78,76.56,5,False,,True,Yahoo Finance ^GSPC,正式推出後
1964-01-24,1964-01-20,1964-01-26,1964-01-20,1964-01-24,76.56,77.62,75.87,77.11,5,False,,True,Yahoo Finance ^GSPC,正式推出後
1964-01-31,1964-01-27,1964-02-02,1964-01-27,1964-01-31,77.11,77.78,76.26,77.04,5,False,,True,Yahoo Finance ^GSPC,正式推出後
1964-02-07,1964-02-03,1964-02-09,1964-02-03,1964-02-07,77.04,77.55,76.36,77.18,5,False,,True,Yahoo Finance ^GSPC,正式推出後
1964-02-14,1964-02-10,1964-02-16,1964-02-10,1964-02-14,77.18,77.93,76.81,77.48,5,False,,True,Yahoo Finance ^GSPC,正式推出後
1964-02-20,1964-02-17,1964-02-23,1964-02-17,1964-02-20,77.48,77.99,77.00,77.62,4,False,,True,Yahoo Finance ^GSPC,正式推出後
1964-02-28,1964-02-24,1964-03-01,1964-02-24,1964-02-28,77.62,78.31,77.19,77.80,5,False,,True,Yahoo Finance ^GSPC,正式推出後
1964-03-06,1964-03-02,1964-03-08,1964-03-02,1964-03-06,77.80,78.70,77.50,78.31,5,False,,True,Yahoo Finance ^GSPC,正式推出後
1964-03-13,1964-03-09,1964-03-15,1964-03-09,1964-03-13,78.31,79.59,77.95,79.14,5,False,,True,Yahoo Finance ^GSPC,正式推出後
1964-03-20,1964-03-16,1964-03-22,1964-03-16,1964-03-20,79.14,79.89,78.72,78.92,5,False,,True,Yahoo Finance ^GSPC,正式推出後
1964-03-26,1964-03-23,1964-03-29,1964-03-23,1964-03-26,78.92,79.58,78.17,79.19,4,False,,True,Yahoo Finance ^GSPC,正式推出後
1964-04-03,1964-03-30,1964-04-05,1964-03-30,1964-04-03,79.19,80.37,78.57,79.94,5,False,,True,Yahoo Finance ^GSPC,正式推出後
1964-04-10,1964-04-06,1964-04-12,1964-04-06,1964-04-10,79.94,80.45,79.26,79.85,5,False,,True,Yahoo Finance ^GSPC,正式推出後
1964-04-17,1964-04-13,1964-04-19,1964-04-13,1964-04-17,79.85,80.98,79.42,80.55,5,False,,True,Yahoo Finance ^GSPC,正式推出後
1964-04-24,1964-04-20,1964-04-26,1964-04-20,1964-04-24,80.55,81.20,79.45,79.75,5,False,,True,Yahoo Finance ^GSPC,正式推出後
1964-05-01,1964-04-27,1964-05-03,1964-04-27,1964-05-01,79.75,80.60,78.90,80.17,5,False,,True,Yahoo Finance ^GSPC,正式推出後
1964-05-08,1964-05-04,1964-05-10,1964-05-04,1964-05-08,,,,81.00,5,False,,False,Yahoo Finance ^GSPC,正式推出後
1964-05-15,1964-05-11,1964-05-17,1964-05-11,1964-05-15,81.00,81.81,80.37,81.10,5,False,,True,Yahoo Finance ^GSPC,正式推出後
1964-05-22,1964-05-18,1964-05-24,1964-05-18,1964-05-22,81.10,81.49,79.96,80.73,5,False,,True,Yahoo Finance ^GSPC,正式推出後
1964-05-28,1964-05-25,1964-05-31,1964-05-25,1964-05-28,80.73,81.16,79.78,80.37,4,False,,True,Yahoo Finance ^GSPC,正式推出後
1964-06-05,1964-06-01,1964-06-07,1964-06-01,1964-06-05,80.37,80.83,78.44,79.02,5,False,,True,Yahoo Finance ^GSPC,正式推出後
1964-06-12,1964-06-08,1964-06-14,1964-06-08,1964-06-12,79.02,80.13,78.15,79.60,5,False,,True,Yahoo Finance ^GSPC,正式推出後
1964-06-19,1964-06-15,1964-06-21,1964-06-15,1964-06-19,79.60,81.34,79.39,80.89,5,False,,True,Yahoo Finance ^GSPC,正式推出後
1964-06-26,1964-06-22,1964-06-28,1964-06-22,1964-06-26,80.89,81.78,80.41,81.46,5,False,,True,Yahoo Finance ^GSPC,正式推出後
1964-07-02,1964-06-29,1964-07-05,1964-06-29,1964-07-02,81.46,82.98,81.10,82.60,4,False,,True,Yahoo Finance ^GSPC,正式推出後
1964-07-10,1964-07-06,1964-07-12,1964-07-06,1964-07-10,82.60,83.99,82.37,83.36,5,False,,True,Yahoo Finance ^GSPC,正式推出後
1964-07-17,1964-07-13,1964-07-19,1964-07-13,1964-07-17,83.36,84.33,82.72,84.01,5,False,,True,Yahoo Finance ^GSPC,正式推出後
1964-07-24,1964-07-20,1964-07-26,1964-07-20,1964-07-24,84.01,84.33,82.96,83.46,5,False,,True,Yahoo Finance ^GSPC,正式推出後
1964-07-31,1964-07-27,1964-08-02,1964-07-27,1964-07-31,83.46,83.82,82.40,83.18,5,False,,True,Yahoo Finance ^GSPC,正式推出後
1964-08-07,1964-08-03,1964-08-09,1964-08-03,1964-08-07,83.18,83.49,80.80,81.86,5,False,,True,Yahoo Finance ^GSPC,正式推出後
